r thread/INFO]: [Seasons] [SnowGrower] chunk 104,245 grown=2 stale=0 growableB4=239 | cap=253 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,264 grown=2 stale=0 growableB4=239 | cap=253 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 102,242 grown=2 stale=0 growableB4=239 | cap=249 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 110,242 grown=2 stale=0 growableB4=239 | cap=252 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,248 grown=2 stale=0 growableB4=22 | cap=49 cov=48 belowMax=230
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 99,245 grown=2 stale=0 growableB4=232 | cap=237 cov=232 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 99,253 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 102,262 grown=2 stale=0 growableB4=61 | cap=71 cov=71 belowMax=245
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,263 grown=2 stale=0 growableB4=247 | cap=255 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 105,252 grown=2 stale=0 growableB4=232 | cap=244 cov=232 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,256 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,250 grown=2 stale=0 growableB4=239 | cap=252 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,257 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,262 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,246 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,243 grown=2 stale=0 growableB4=239 | cap=253 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,251 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,255 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,263 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,253 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,265 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,256 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,263 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 99,260 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,260 grown=2 stale=0 growableB4=239 | cap=252 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,247 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 100,265 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 110,261 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,263 grown=2 stale=0 growableB4=189 | cap=194 cov=191 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,256 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 96,254 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,241 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 115,254 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,245 grown=2 stale=0 growableB4=215 | cap=226 cov=216 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 95,243 grown=2 stale=0 growableB4=248 | cap=254 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,251 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,241 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,252 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,256 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,258 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 104,257 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 95,262 grown=2 stale=0 growableB4=247 | cap=255 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,244 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 100,252 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 117,242 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 110,248 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,260 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 105,258 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,246 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 117,244 grown=2 stale=0 growableB4=246 | cap=255 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,248 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,251 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,257 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,245 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,255 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,250 grown=2 stale=0 growableB4=215 | cap=226 cov=216 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 104,242 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,243 grown=2 stale=0 growableB4=240 | cap=250 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,249 grown=2 stale=0 growableB4=246 | cap=255 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 109,254 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,258 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,252 grown=2 stale=0 growableB4=248 | cap=254 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 114,242 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 105,265 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 100,247 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,265 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 105,260 grown=2 stale=0 growableB4=126 | cap=132 cov=128 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,246 grown=2 stale=0 growableB4=224 | cap=229 cov=224 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,259 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 108,260 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,262 grown=2 stale=0 growableB4=10 | cap=41 cov=40 belowMax=224
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,264 grown=2 stale=0 growableB4=232 | cap=245 cov=232 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 94,256 grown=2 stale=0 growableB4=238 | cap=253 cov=240 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 117,263 grown=2 stale=0 growableB4=247 | cap=255 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,250 grown=2 stale=0 growableB4=248 | cap=254 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,256 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,252 grown=2 stale=0 growableB4=246 | cap=256 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 96,253 grown=2 stale=0 growableB4=246 | cap=256 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 105,245 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 104,255 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,257 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,248 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 99,257 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 100,262 grown=2 stale=0 growableB4=184 | cap=192 cov=184 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 109,241 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,259 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 114,247 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 109,249 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,245 grown=2 stale=0 growableB4=246 | cap=256 cov=248 belowMax=254
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 95,241 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,244 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 95,246 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,242 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,258 grown=2 stale=0 growableB4=248 | cap=254 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,249 grown=2 stale=0 growableB4=194 | cap=204 cov=195 belowMax=255
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,243 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,263 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 102,250 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,264 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:48] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 103,249 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 107,252 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 114,249 grown=2 stale=0 growableB4=247 | cap=256 cov=248 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,265 grown=2 stale=0 growableB4=247 | cap=255 cov=248 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 106,252 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 108,250 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 118,242 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 115,264 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,259 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,253 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 102,241 grown=2 stale=0 growableB4=238 | cap=248 cov=239 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 96,258 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,250 grown=2 stale=0 growableB4=197 | cap=210 cov=199 belowMax=254
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 94,250 grown=2 stale=0 growableB4=198 | cap=209 cov=200 belowMax=254
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 97,252 grown=2 stale=0 growableB4=232 | cap=243 cov=232 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 117,257 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 116,243 grown=2 stale=0 growableB4=247 | cap=255 cov=248 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,254 grown=2 stale=0 growableB4=212 | cap=227 cov=216 belowMax=252
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 110,260 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 100,242 grown=2 stale=0 growableB4=176 | cap=181 cov=176 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,259 grown=2 stale=0 growableB4=223 | cap=233 cov=224 belowMax=254
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 99,247 grown=2 stale=0 growableB4=230 | cap=239 cov=231 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 98,262 grown=2 stale=0 growableB4=240 | cap=253 cov=240 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 111,245 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 113,261 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 117,256 grown=2 stale=0 growableB4=239 | cap=252 cov=240 belowMax=255
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 112,249 grown=2 stale=0 growableB4=188 | cap=201 cov=190 belowMax=254
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 115,249 grown=2 stale=0 growableB4=248 | cap=256 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 101,258 grown=2 stale=0 growableB4=239 | cap=250 cov=239 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 110,265 grown=2 stale=0 growableB4=240 | cap=251 cov=240 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowGrower] chunk 115,253 grown=2 stale=0 growableB4=248 | cap=255 cov=248 belowMax=256
[16:09:49] [Server thread/INFO]: [Seasons] [SnowAcc] summary: placed=3068 grown=2820 melted=0 | cache: 1420 hits, 99 misses, 0 fullyGrown
[16:09:49] [Server thread/INFO]: Stopping the server
[16:09:49] [Server thread/INFO]: Stopping server
[16:09:49] [Server thread/INFO]: [VillagerAI] Disabling VillagerAI v0.1.0-SNAPSHOT
[16:09:49] [Server thread/INFO]: [de.ajsch.villagerai.service.VillageLightParticleMarkerService] shutdown() – activeMarkers.size=0
[16:09:49] [Server thread/INFO]: [Seasons] Disabling Seasons v0.1.0-SNAPSHOT
[16:09:49] [Server thread/INFO]: [Seasons] Saved 143 chunk cache entries to chunk_cache.json.
[16:09:49] [Server thread/INFO]: [Seasons] Seasons Plugin disabled.
[16:09:49] [Server thread/INFO]: Saving players
[16:09:49] [Server thread/INFO]: Saving worlds
[16:09:49] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[16:09:49] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'minecraft:overworld'
[16:09:49] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'minecraft:overworld'
[16:09:49] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'minecraft:overworld'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Saved 0 block chunks, 0 entity chunks, 0 poi chunks in world 'minecraft:overworld' in 0.81s
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk I/O to halt for world 'minecraft:overworld'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Halted I/O scheduler for world 'minecraft:overworld'
[16:09:50] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'minecraft:the_nether'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'minecraft:the_nether'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'minecraft:the_nether'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Saved 0 block chunks, 0 entity chunks, 0 poi chunks in world 'minecraft:the_nether' in 0.00s
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk I/O to halt for world 'minecraft:the_nether'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Halted I/O scheduler for world 'minecraft:the_nether'
[16:09:50] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk system to halt for world 'minecraft:the_end'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Halted chunk system for world 'minecraft:the_end'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Saving all chunkholders for world 'minecraft:the_end'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Saved 0 block chunks, 0 entity chunks, 0 poi chunks in world 'minecraft:the_end' in 0.00s
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Waiting 60s for chunk I/O to halt for world 'minecraft:the_end'
[16:09:50] [Server thread/INFO]: [ChunkHolderManager] Halted I/O scheduler for world 'minecraft:the_end'
[16:09:50] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[16:09:50] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[16:09:50] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[16:09:50] [Server thread/INFO]: ThreadedAnvilChunkStorage: All dimensions are saved
[16:09:50] [Server thread/INFO]: Waiting for all RegionFile I/O tasks to complete...
[16:09:50] [Server thread/INFO]: All RegionFile I/O tasks to complete
[16:09:50] [Server thread/INFO]: [MoonriseCommon] Awaiting termination of worker pool for up to 60s...
[16:09:50] [Server thread/INFO]: [MoonriseCommon] Awaiting termination of I/O pool for up to 60s...
